ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000040166,No,2500 Smallman - Unit 4,215 25th Street,Pittsburgh,PA,15222,US,LEED For Homes Single Family,"","","",No,Corporate: Privately Held,3789,"",Single-Family (Attached),2500 Smallman LLC,3/13/2014 0:00
1000040167,No,2500 Smallman - Unit 8,215 25th Street,Pittsburgh,PA,15222,US,LEED For Homes Single Family,"","","",No,Corporate: Privately Held,4928,"",Single-Family (Attached),2500 Smallman LLC,3/13/2014 0:00
1000040168,No,2500 Smallman - Unit 10,2500 Smallman Street,Pittsburgh,PA,15222,US,LEED For Homes Single Family,"","","",No,"",4928,"",Single-Family (Attached),Pitt Ohio Express,3/13/2014 0:00
1000040169,No,2500 Smallman - Unit 11,215 25th Street,Pittsburgh,PA,15222,US,LEED For Homes Single Family,"","","",No,Corporate: Privately Held,3212,"",Single-Family (Attached),2500 Smallman LLC,3/13/2014 0:00
1000040170,No,Near West Theatre,6702 Detroit Avenue,Cleveland,OH,44102,US,LEED-NC v2009,"","","",No,"",24184,19126,Public Assembly: Entertainment,Near West Theatre,3/13/2014 0:00
1000040171,No,Freedoms Path Housing,1 Freedom Way,Augusta,GA,30904,US,LEED-ND v2009 Stage 1,"","","",No,Corporate: Privately Held,105,"",Residential,"CFV Augusta Veteran Residences, LLC",3/13/2014 0:00
1000040172,No,Rio Grande High School,2300 Arenal SW,Albuquerque,NM,87105,US,LEED FOR SCHOOLS v2009,"","","",No,"Educational: K-12 School, Public",85000,103297,Core Learning Space: K-12 High School,Albuquerque Public Schools,3/13/2014 0:00
1000040174,No,Rittenhouse Claridge Second Floor,201 S. 18th St.,Philadelphia,PA,19103,US,LEED-CI v2009,"","","",No,"",9990,"",Office: Mixed-Use,Rittenhouse Claridge L.P.,3/13/2014 0:00
1000040175,No,WFU Sports Performance Center,Wake Forest University,WinstonSalem,NC,27106,US,LEED-NC v2009,"","","",No,"Educational: College, Private",88955,"",Core Learning Space: College/University,Wake Forest University,3/13/2014 0:00
1000040177,No,HDCCo San Francisco Main Office,"275 Battery Street, Suite 300",San Francisco,CA,94111,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,20746,"",Office: Other Office,Hathaway Dinwiddie Construction Company,3/13/2014 0:00
1000040178,No,Commonwealth Corporate Center,151 Commonwealth Dr,Menlo Park,CA,94025,US,LEED-CS v2009,"","","",No,Investor: Bank,259858,578472,Office: Administrative/Professional,The Sobrato Organization,3/13/2014 0:00
1000040179,No,Pillsbury - Washington Office,1200 17th Street NW,Washington,DC,20036,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,82753,"",Office: Administrative/Professional,Pillsbury Winthrop Shaw Pittman LLP,3/13/2014 0:00
1000040182,No,Uffici Direzionali Sassa,Nucleo Industriale Sassa,Aquila,AQ,67100,IT,LEED Italia NC 2009,"","","",No,Investor: Individual/Family,7766,"",Office: Mixed-Use,FIOCCO - FIORENZA,3/14/2014 0:00
1000040184,No,Office of Wanxiang City in XiAn,"Sanqiao, Fengwei New District,Xi'an",XiAn,Shanxi,710086,CN,LEED-CS v2009,"","","",No,Corporate: Privately Held,887112,"",Office: Other Office,China Resourse Land XI'AN,3/14/2014 0:00
1000040185,No,Standard and Poors C7 - CBRE,Paseo De La Castellana 7 - 6th Floor,Madrid,Madrid,28046,ES,LEED-CI v2009,"","","",No,"",8630.06,"",Office: Administrative/Professional,S&P,3/14/2014 0:00
1000040187,No,Mary Free Bed Addition,235 Wealthy Street SE,Grand Rapids,MI,49503,US,LEED-HC v2009,"","","",No,Non-Profit (that do not fit into ot,197460,110620,Health Care: Inpatient,Mary Free Bed Rehabilitation Hospital,3/14/2014 0:00
1000040191,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.02A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1325,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040192,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.48A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1325,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040193,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.21A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040194,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.24B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040195,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.33B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040196,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.26C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040197,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.30E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040198,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.32E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040199,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.44D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040200,No,ANG Construct Cyber FOC B735,Knapp Drive,Nashville,TN,37217,US,LEED-NC v2009,"","","",No,Government Use: Federal,6894,"",Office: Government,USPFO For Tennessee,3/14/2014 0:00
1000040201,No,Park 205,205 Touhy Ave.,Park Ridge,IL,60068,US,LEED For Homes Multi Family Low-Rise,"","","",No,"",202000,"",Multi-Family Low-Rise (1-3 stories),Trammell Crow Company,3/14/2014 0:00
1000040202,No,The Island Residences at Carlson Center,501 Carlson Parkway,Minnetonka,MN,55305,US,LEED For Homes Multi Family Mid-Rise,"","","",No,"",296996,"",Multi-Family Mid-Rise,Trammell Crow Company,3/14/2014 0:00
1000040203,No,TD Bank - Winter Park - N Orlando Ave,810 North Orlando Avenue,Winter Park,FL,32789,US,LEED-NC Retail v2009,64,Gold,11/7/2014 0:00,Yes,Investor: Bank,2964,28123,Retail: Bank Branch,TD Bank,3/14/2014 0:00
1000040204,No,DML EC Doren Branch,701 Troy Street,Dayton,OH,45404,US,LEED-CI v2009,"","","",No,"Government Use: Other (utility, air",4800,"",Public Assembly: Library,Datyon Metro Library,3/14/2014 0:00
1000040205,No,EDIFICIO GARAY - BANCO SANTANDER RIO,Av. Juan De Garay 105,Capital Federal,Capital Federal,C1063ABB,AR,LEED-NC v2009,"","","",No,Corporate: Privately Held,407564,"",Office: Financial,Banco Santander Rio SA,3/14/2014 0:00
1000040207,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.02B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040208,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.08B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040209,No,Kayenta Staff Quarters - Homes,TBD  -Building 2A.07A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040210,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.20B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040211,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.27A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1325,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040212,No,Kayenta Staff Quarters - Homes,TBD  -Building 1.27B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040213,No,Kayenta Staff Quarters - Homes,TBD  -Building 1A.22A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1325,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040214,No,Kayenta Staff Quarters - Homes,TBD  -Building 1A.22B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040215,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.17A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040216,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.24A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040217,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.46A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040218,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.46B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040219,No,Kayenta Staff Quarters - Homes,TBD  -Building 2A.47A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040220,No,Kayenta Staff Quarters - Homes,TBD  -Building 2A.07B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040221,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.17B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040222,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.21B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040223,No,Kayenta Staff Quarters - Homes,TBD  -Building 2.33A,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040224,No,Kayenta Staff Quarters - Homes,TBD  -Building 2A.47B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040225,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.10E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040226,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.10D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040227,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.11E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040228,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.14E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040229,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.14C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040230,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.09E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040231,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.12E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040232,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.19E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040233,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.26D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040234,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.28E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040235,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.28C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040236,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.28D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040237,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.30C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040238,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.30D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040239,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.32C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040240,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.09C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040241,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.09D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040242,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.10C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040243,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.11C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040244,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.11D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040245,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.12C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040246,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.12D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040247,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.14D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040248,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.18E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040249,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.19C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040250,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.18C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040251,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.18D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040252,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.31C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040253,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.31D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040254,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.34C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040255,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.42C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040256,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.43E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040257,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.43C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040258,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.43D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040259,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.44E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040260,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.19D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040261,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.26E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040263,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.31E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040264,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.32D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040265,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.34D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040266,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.41D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040267,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.08F,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2345,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040268,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.08B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040269,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.05F,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2345,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040270,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.34E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040271,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.42E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040272,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.42D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040273,No,Kayenta Staff Quarters - Homes,TBD  -Building 4A.16C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040274,No,Kayenta Staff Quarters - Homes,TBD  -Building 4A.16B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040275,No,Kayenta Staff Quarters - Homes,TBD  -Building 4A.25F,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2345,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040276,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.29F,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2345,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040277,No,Kayenta Staff Quarters - Homes,TBD  -Building 5.04G,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2684,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040278,No,Kayenta Staff Quarters - Homes,TBD  -Building 5.04D,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1786,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040279,No,Kayenta Staff Quarters - Homes,TBD  -Building 5A.15G,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2684,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040280,No,Kayenta Staff Quarters - Homes,TBD  -Building 3A.44C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040281,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.41C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040282,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.13C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040283,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.45C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040284,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.45B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040285,No,Kayenta Staff Quarters - Homes,TBD  -Building 6.37,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2693,"",Single-Family (Detached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040286,No,Kayenta Staff Quarters - Homes,TBD  -Building 6A.38,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2693,"",Single-Family (Detached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040287,No,Plesantville Mixed-Income and Mixed-Use,"\\\"\\\"","\\\"\\\"","\\\"\\\"","\\\"\\\"",US,LEED-HOMES MR v2010,"","","",No,"",0,"","","\\\"\\\"",3/14/2014 0:00
1000040289,No,MHI Dallas,3321 Sweetgum Lane,Sachse,TX,75048,US,LEED For Homes Single Family,45,Certified,1/7/2015 0:00,Yes,"",1938,"",Single-Family Home (Attached),MHI,3/17/2014 0:00
1000040290,No,Kayenta Staff Quarters - Homes,TBD  -Building 3.41E,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2561,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040291,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.08C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040292,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.13B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040293,No,Kayenta Staff Quarters - Homes,TBD  -Building 4A.16F,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2345,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040294,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.29C,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1745,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040295,No,Kayenta Staff Quarters - Homes,TBD  -Building 4.29B,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",1831,"",Single-Family (Attached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040296,No,Kayenta Staff Quarters - Homes,TBD  -Building 7.40,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2499,"",Single-Family (Detached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
1000040297,No,Kayenta Staff Quarters - Homes,TBD  -Building 7.39,Kayenta,AZ,86033,US,LEED For Homes Single Family,"","","",No,"",2499,"",Single-Family (Detached),US Dept of HHS - Indian Health Service,3/14/2014 0:00
